"Trip.Seconds" Fare "Payment.Type"
632 8.5 Cash
300 5.75 Cash
360 6.25 "Credit Card"
1457 29.25 "Credit Card"
480 6.5 Cash
2760 44 Cash
466 6.25 "Credit Card"
1680 33 "Credit Card"
2160 43.25 "Credit Card"
480 6.25 "Credit Card"
600 8.75 "Credit Card"
600 8.5 "Credit Card"
300 7 Cash
960 12.75 "Credit Card"
480 8 Cash
660 8.75 "Credit Card"
840 9.25 "Credit Card"
2220 34 "Credit Card"
420 7.5 Cash
591 8.25 Cash
300 4.75 "Credit Card"
1191 9.75 Cash
610 7.75 "Credit Card"
360 6 Cash
660 8.5 Cash
900 11.25 "Credit Card"
1560 50 "Credit Card"
300 5.75 Cash
505 7.25 Cash
613 7.75 Cash
1320 15 Cash
600 7.5 Cash
720 13.5 "Credit Card"
360 5.75 Cash
660 7.5 Cash
540 8 "Credit Card"
420 6.75 Cash
420 6 "Credit Card"
360 6.5 "Credit Card"
240 5.25 "Credit Card"
360 6.5 "Credit Card"
660 9 Cash
1701 32 "Credit Card"
2160 36 "Credit Card"
300 5.75 Cash
3600 48 "Credit Card"
300 6.25 Cash
480 7 "Credit Card"
781 8.75 "Credit Card"
300 5.75 "Credit Card"
420 7.5 "Credit Card"
420 6.75 "Credit Card"
360 5.75 Cash
480 7 Cash
240 5.5 Cash
960 14.75 "Credit Card"
480 7 "Credit Card"
480 7.25 Cash
720 9 Cash
660 10.75 "Credit Card"
1662 32.25 "Credit Card"
1560 31.75 "Credit Card"
540 8.75 "Credit Card"
3000 44.75 "Credit Card"
300 6 Cash
420 6.75 Cash
2040 35.5 Cash
869 16.75 "Credit Card"
1996 67.5 "Credit Card"
2820 45 "Credit Card"
240 5.25 Cash
420 7 Cash
660 7.75 Cash
480 10 Cash
300 5.75 "Credit Card"
300 5.5 Cash
780 8.5 "Credit Card"
169 4.75 Cash
1080 13.5 "Credit Card"
1915 39.75 "Credit Card"
240 5 "Credit Card"
60 3.75 Cash
2940 46.75 "Credit Card"
540 7.5 "Credit Card"
540 7.5 "Credit Card"
720 8 "Credit Card"
180 4.75 Cash
2820 44.75 Cash
60 3.25 Cash
300 5 "Credit Card"
420 6.5 "Credit Card"
1320 12 "Credit Card"
1380 32.25 "Credit Card"
1200 18 "Credit Card"
180 4.75 "Credit Card"
180 4.5 Cash
300 6.25 "Credit Card"
360 5.5 Cash
720 7.75 "Credit Card"
754 10.75 "Credit Card"
420 6.5 "Credit Card"
780 10 "Credit Card"
600 7.5 "Credit Card"
1140 20.25 Cash
540 8.25 "Credit Card"
2220 39.5 "Credit Card"
420 7.5 Cash
180 4.5 Cash
1440 34.75 "Credit Card"
600 8.75 Cash
360 8 Cash
2580 43.5 "Credit Card"
924 10.25 Cash
2452 9.75 Cash
3000 43.25 "Credit Card"
1320 30.25 Cash
60 3.5 Cash
2160 34.25 "Credit Card"
660 9.25 Cash
2940 45.5 "Credit Card"
354 5.5 Cash
660 8.75 "Credit Card"
549 6.5 Cash
300 5.5 Cash
780 10.25 "Credit Card"
240 5 "Credit Card"
960 11.25 "Credit Card"
360 5.5 Cash
660 8 "Credit Card"
420 6.5 "Credit Card"
1380 35.25 "Credit Card"
240 5.5 Cash
600 12.75 Cash
720 13.75 "Credit Card"
600 8.75 Cash
960 13.5 Cash
1200 24.25 Cash
687 8.25 Cash
540 7 "Credit Card"
1440 32.5 Cash
600 8.5 "Credit Card"
2400 35.75 Cash
480 6.75 Cash
725 8.5 Cash
420 6.5 Cash
3060 46.5 "Credit Card"
660 10.25 Cash
540 8 Cash
840 11.5 Cash
240 6.5 "Credit Card"
60 4 "Credit Card"
420 6.75 "Credit Card"
1620 33.25 "Credit Card"
720 9.5 Cash
360 6 Cash
960 13.5 "Credit Card"
701 9 "Credit Card"
600 7.25 "Credit Card"
480 7.25 Cash
480 6 Cash
2700 43.5 "Credit Card"
360 5.5 "Credit Card"
300 6 "Credit Card"
780 12.25 "Credit Card"
540 8 Cash
334 5.5 "Credit Card"
420 5.75 Cash
720 8.75 "Credit Card"
3060 45.75 "Credit Card"
360 5.5 "Credit Card"
2400 38 Cash
780 8.75 "Credit Card"
180 4.5 Cash
300 5.5 "Credit Card"
996 8 Cash
660 9 "Credit Card"
240 5 Cash
540 7.5 Cash
432 7.25 Cash
660 8 Cash
60 3.75 "Credit Card"
720 9.75 "Credit Card"
360 5.75 Cash
480 7.5 "Credit Card"
300 5.75 "Credit Card"
420 6.25 Cash
240 6 Cash
230 4.75 Cash
420 7 Cash
401 7.25 Cash
660 8.25 "Credit Card"
576 7.5 "Credit Card"
634 8.5 Cash
840 13.5 Cash
540 10.75 Cash
780 8.25 "Credit Card"
480 7.25 "Credit Card"
720 8.75 "Credit Card"
180 4.5 Cash
240 4.5 "Credit Card"
1980 37.25 Cash
720 9.5 Cash
360 6.25 Cash
720 11 "Credit Card"
780 9.75 Cash
660 7.75 Cash
300 5.5 Cash
180 5 "Credit Card"
360 6.5 Cash
446 6.75 Cash
490 6.75 "Credit Card"
2465 46.5 Cash
780 9 Cash
480 6.5 "Credit Card"
2460 40.75 "Credit Card"
444 7.25 Cash
540 10.75 Cash
180 4.75 Cash
420 6.75 Cash
480 6.75 Cash
360 5.75 Cash
480 7 "Credit Card"
1860 44 Cash
180 5 Cash
3300 47.5 "Credit Card"
796 11.25 Cash
2940 44.5 "Credit Card"
240 5 Cash
704 8.25 Cash
600 8.25 "Credit Card"
240 5.25 "Credit Card"
2820 48.75 Cash
647 11.75 "Credit Card"
540 7.25 Cash
755 10 "Credit Card"
120 4.5 Cash
1260 38.25 "Credit Card"
360 5.75 Cash
1680 27 Cash
300 6 "Credit Card"
662 7.5 Cash
720 14.25 Cash
540 11 Cash
2760 41.5 "Credit Card"
844 9.25 Cash
840 10 Cash
198 5 Cash
600 7.75 "Credit Card"
1075 11.5 Cash
1440 33 Cash
420 6.25 Cash
1380 29.5 "Credit Card"
720 14 Cash
1080 18.5 "Credit Card"
2040 43.75 Cash
780 8.75 "Credit Card"
600 8.25 "Credit Card"
2820 45.5 "Credit Card"
120 4.25 "Credit Card"
2640 46 "Credit Card"
240 4.75 Cash
3300 43.75 "Credit Card"
600 10.75 Cash
2640 44.25 Cash
840 9 Cash
1364 37.5 "Credit Card"
60 3.75 Cash
402 5.75 "Credit Card"
2400 34 "Credit Card"
240 5.5 "Credit Card"
420 6.25 "Credit Card"
300 5.75 Cash
180 5 Cash
387 6.5 "Credit Card"
660 14 Cash
420 7.25 Cash
600 7.25 Cash
600 8.5 Cash
349 6 Cash
660 8.75 Cash
2970 44.25 "Credit Card"
300 5.5 Cash
360 6.25 "Credit Card"
299 5.5 "Credit Card"
660 7.75 Cash
420 6 Cash
541 6.5 Cash
2618 44.75 "Credit Card"
1020 12 "Credit Card"
360 6.75 Cash
1140 14.75 Cash
180 4.75 "Credit Card"
81649 5.75 Cash
300 5.5 Cash
840 17 "Credit Card"
2892 44 "Credit Card"
660 8.75 Cash
300 5.75 Cash
865 12.75 "Credit Card"
780 9 Cash
240 5 Cash
89 3.75 Cash
555 7.75 Cash
242 5.25 "Credit Card"
540 8.5 "Credit Card"
8100 3.25 Cash
540 7.75 "Credit Card"
660 14.25 Cash
3300 47.75 "Credit Card"
2461 43.75 "Credit Card"
360 6.5 Cash
780 9.75 "Credit Card"
3120 45.5 "Credit Card"
2280 35 Cash
540 6.25 Cash
240 6.75 "Credit Card"
2469 44.5 "Credit Card"
2404 41.25 "Credit Card"
407 6.5 "Credit Card"
480 8 "Credit Card"
480 13.25 "Credit Card"
546 7.25 "Credit Card"
1740 30 Cash
240 5.75 Cash
2100 30 "Credit Card"
1680 38.25 "Credit Card"
720 7.75 Cash
890 23 "Credit Card"
1680 22.25 Cash
660 7.5 "Credit Card"
238 4.75 Cash
600 8.5 Cash
300 6 Cash
600 8.75 Cash
1860 30 "Credit Card"
1140 19.25 Cash
120 4.5 "Credit Card"
4140 55.75 Cash
7 3.25 Cash
360 6.75 Cash
642 7.5 Cash
540 10 Cash
480 6.75 Cash
60 3.5 Cash
3000 39 Cash
1020 10.25 "Credit Card"
240 5.75 Cash
420 6.25 Cash
420 7.5 Cash
420 6.25 "Credit Card"
480 7.75 Cash
661 8.25 "Credit Card"
300 5.5 Cash
408 6 Cash
1683 36.75 Cash
660 9.25 Cash
420 7 "Credit Card"
682 7.75 "Credit Card"
12 3.25 Cash
540 8.25 "Credit Card"
660 8.25 Cash
960 10.5 "Credit Card"
300 5.25 Cash
360 6.25 "Credit Card"
1740 44.75 Cash
240 5.25 "Credit Card"
1680 20 Cash
424 7 Cash
1500 31.5 "Credit Card"
300 5.75 "Credit Card"
840 9.5 "Credit Card"
540 7.5 "Credit Card"
540 8 "Credit Card"
420 7 "Credit Card"
420 6.5 Cash
720 9 Cash
600 11.5 "Credit Card"
1260 15.25 "Credit Card"
319 5.5 Cash
540 7.75 "Credit Card"
480 7.5 "Credit Card"
751 8.75 Cash
360 10 Cash
910 14.75 "Credit Card"
2340 35.25 "Credit Card"
1620 34 Cash
240 5.25 "Credit Card"
300 5.5 Cash
180 4.75 "Credit Card"
720 8.75 Cash
1560 15.25 "Credit Card"
2238 42.5 "Credit Card"
720 13.25 Cash
300 6 "Credit Card"
2400 38.75 Cash
120 4.75 Cash
2880 44.25 Cash
1200 18.5 "Credit Card"
600 10.5 Cash
1037 10.5 Cash
558 7.5 "Credit Card"
398 7.25 Cash
840 16 "Credit Card"
2700 42.75 "Credit Card"
480 8 "Credit Card"
2608 44.5 "Credit Card"
716 7.75 Cash
360 6.5 Cash
780 9.5 Cash
300 5.25 Cash
756 8.25 "Credit Card"
300 5.25 Cash
2880 46.25 "Credit Card"
2880 47 Cash
240 5.5 "Credit Card"
300 6 Cash
674 13.5 "Credit Card"
360 6 "Credit Card"
480 7 "Credit Card"
480 7 "Credit Card"
720 8.75 "Credit Card"
1152 26.5 Cash
1500 25 Cash
660 7.75 Cash
60 3.75 Cash
982 11.25 Cash
600 8.5 "Credit Card"
767 12.25 Cash
240 6.25 "Credit Card"
240 5.25 Cash
736 11.5 Cash
660 7.5 "Credit Card"
240 4.75 "Credit Card"
540 6 Cash
600 9 "Credit Card"
780 9.75 "Credit Card"
300 6.25 "Credit Card"
600 7.5 "Credit Card"
360 6 "Credit Card"
360 5.75 "Credit Card"
540 7.25 Cash
300 5.5 Cash
629 9 "Credit Card"
2640 43.25 "Credit Card"
480 6.75 Cash
660 8.75 Cash
376 8.75 "Credit Card"
840 15 Cash
1800 28.5 "Credit Card"
300 6.5 Cash
480 7 "Credit Card"
3240 47 Cash
4860 58.5 Cash
660 8.5 "Credit Card"
300 6.75 Cash
600 8.25 "Credit Card"
840 9.25 Cash
900 10.5 Cash
180 5.5 "Credit Card"
300 5.75 Cash
480 6.25 Cash
483 7 Cash
480 7.5 Cash
900 18.25 Cash
540 8 "Credit Card"
720 10.5 Cash
300 5.5 "Credit Card"
540 7 Cash
540 10 "Credit Card"
240 5.75 Cash
660 9.25 Cash
3240 45.75 "Credit Card"
840 9.75 Cash
660 8.5 "Credit Card"
540 7.75 "Credit Card"
2515 44 "Credit Card"
1694 17.75 Cash
300 5.25 "Credit Card"
1260 24.75 Cash
600 8 "Credit Card"
437 7 "Credit Card"
300 5.75 Cash
660 9 Cash
300 7.5 Cash
420 6.25 "Credit Card"
180 4.25 "Credit Card"
240 5.5 "Credit Card"
2040 34.5 "Credit Card"
540 11 "Credit Card"
514 7 Cash
849 10 Cash
420 7.75 Cash
2460 46.25 "Credit Card"
714 8.5 Cash
2040 31 "Credit Card"
780 15 "Credit Card"
180 4.75 Cash
992 11.75 Cash
547 7.5 Cash
568 8 "Credit Card"
480 6.75 "Credit Card"
300 7.75 Cash
420 6.75 Cash
540 7.5 "Credit Card"
3120 45.75 "Credit Card"
420 6 Cash
1080 22.75 Cash
1740 37.25 "Credit Card"
1080 14 Cash
1256 7.75 Cash
600 7.75 "Credit Card"
600 8 "Credit Card"
620 8.25 Cash
221 5 Cash
480 7.25 "Credit Card"
600 8 Cash
3600 46.25 "Credit Card"
2340 58.5 "Credit Card"
420 7 Cash
378 7.25 "Credit Card"
600 9 "Credit Card"
540 7 "Credit Card"
300 6 Cash
3540 47.5 "Credit Card"
840 15.75 "Credit Card"
600 8.25 Cash
660 8.25 "Credit Card"
240 5.75 Cash
600 7.5 "Credit Card"
840 9.5 Cash
420 7 Cash
420 8.5 "Credit Card"
3000 46 Cash
300 4.75 Cash
2820 44.75 Cash
180 4.75 Cash
240 5.75 Cash
2700 44.25 Cash
360 6.75 "Credit Card"
240 4.5 "Credit Card"
3000 45 "Credit Card"
900 11.25 Cash
240 5 "Credit Card"
1440 34.25 "Credit Card"
480 7 "Credit Card"
180 5 "Credit Card"
420 7.75 Cash
420 8 Cash
782 8.5 "Credit Card"
240 5 "Credit Card"
120 4.25 "Credit Card"
2160 58.75 "Credit Card"
120 4.25 Cash
300 5.5 "Credit Card"
420 6.25 Cash
900 19 "Credit Card"
780 9.25 "Credit Card"
300 5.75 Cash
900 11.25 "Credit Card"
660 9.25 Cash
540 8.25 "Credit Card"
2940 44.25 "Credit Card"
480 6.5 Cash
5 3.25 Cash
300 5.5 Cash
3180 45.5 "Credit Card"
900 10.75 Cash
3780 51.75 "Credit Card"
840 38.56 Cash
2340 34 "Credit Card"
180 4.5 "Credit Card"
3540 48.5 "Credit Card"
2280 44.75 "Credit Card"
2520 39.75 "Credit Card"
600 9.75 "Credit Card"
2962 46.5 "Credit Card"
480 7.25 "Credit Card"
480 7 "Credit Card"
420 5.75 Cash
2940 46 "Credit Card"
2340 41.25 Cash
3060 44 Cash
2280 26.5 Cash
240 5.75 "Credit Card"
360 6 "Credit Card"
2640 44.25 "Credit Card"
3000 47.5 "Credit Card"
480 7.25 Cash
2160 33.25 "Credit Card"
420 6.25 "Credit Card"
780 9.25 Cash
420 6.25 Cash
408 6.75 Cash
2820 45 "Credit Card"
360 6.5 "Credit Card"
960 16.25 "Credit Card"
300 5.75 "Credit Card"
540 7.25 "Credit Card"
240 5.25 Cash
420 7.75 "Credit Card"
1177 16.5 Cash
840 11.5 Cash
480 9 Cash
609 7.5 "Credit Card"
960 16.75 Cash
540 6.5 Cash
600 10.25 "Credit Card"
548 6.75 Cash
840 11.75 "Credit Card"
212 4.5 "Credit Card"
540 7.5 "Credit Card"
1020 10.5 "Credit Card"
1020 13 Cash
180 4.75 Cash
600 8.25 "Credit Card"
480 6.5 Cash
2880 46.25 "Credit Card"
300 6.5 "Credit Card"
240 5 "Credit Card"
865 11.75 "Credit Card"
300 5.5 "Credit Card"
1080 19.5 Cash
300 6.5 "Credit Card"
651 8 "Credit Card"
600 6.75 Cash
668 13.25 "Credit Card"
360 6 Cash
480 6.75 Cash
2820 47.25 "Credit Card"
420 6.25 Cash
960 18.5 Cash
379 6.25 Cash
480 7.5 "Credit Card"
2520 44 "Credit Card"
540 7.75 "Credit Card"
213 5 Cash
300 5.75 "Credit Card"
2700 45.5 "Credit Card"
2400 47.25 Cash
360 7 Cash
2700 44.25 "Credit Card"
1080 20.25 Cash
480 7 Cash
360 6.25 "Credit Card"
430 8.25 Cash
3180 44.75 "Credit Card"
600 7.25 "Credit Card"
1620 14.25 Cash
360 6.25 "Credit Card"
1200 14 Cash
420 11 "Credit Card"
1200 24.5 Cash
480 8.5 Cash
600 8 "Credit Card"
360 6.5 Cash
480 7 "Credit Card"
2580 24.31 Cash
480 7 "Credit Card"
3480 46 Cash
420 7 "Credit Card"
660 8.75 "Credit Card"
720 11.25 "Credit Card"
360 6.75 "Credit Card"
480 5.75 Cash
180 4.75 Cash
2820 44.75 "Credit Card"
300 6.25 Cash
3120 45.75 "Credit Card"
2700 39.5 "Credit Card"
560 7.5 Cash
360 6 "Credit Card"
780 11.25 "Credit Card"
420 5.75 "Credit Card"
1020 11.25 "Credit Card"
2168 60.75 Cash
1203 29.5 "Credit Card"
540 13.5 "Credit Card"
600 6.75 Cash
2820 43 "Credit Card"
188 4.75 "Credit Card"
420 7.75 "Credit Card"
840 9.75 Cash
372 6.75 "Credit Card"
180 5 "Credit Card"
240 5 "Credit Card"
3137 47 "Credit Card"
1920 30 "Credit Card"
1039 9.5 Cash
1506 19.25 "Credit Card"
300 5.75 Cash
430 6.75 Cash
420 6.5 Cash
1380 30.5 "Credit Card"
360 5.75 "Credit Card"
780 10.5 "Credit Card"
420 7 Cash
596 7.25 "Credit Card"
480 7.5 "Credit Card"
660 7 "Credit Card"
1809 16.25 Cash
420 6.25 "Credit Card"
360 6.75 Cash
780 11.5 Cash
2589 44 Cash
2520 45 "Credit Card"
300 5.75 Cash
720 8.75 Cash
840 9.25 Cash
360 5.5 Cash
360 5.75 "Credit Card"
780 9.75 Cash
480 8.25 "Credit Card"
480 7 "Credit Card"
780 8.5 Cash
1129 6.5 Cash
480 6.75 Cash
840 18.5 Cash
1560 31.5 "Credit Card"
780 11 "Credit Card"
1680 12 Cash
380 6.75 Cash
3180 46 "Credit Card"
300 5.5 "Credit Card"
2760 44.5 "Credit Card"
2939 44.5 "Credit Card"
240 5.75 "Credit Card"
3240 45.25 "Credit Card"
1020 17.5 Cash
780 10.25 "Credit Card"
660 9 "Credit Card"
420 6.5 "Credit Card"
900 15 Cash
480 7.25 "Credit Card"
300 5.75 Cash
120 4.25 Cash
900 14.75 "Credit Card"
1380 16.5 Cash
845 9.75 Cash
3300 46.75 "Credit Card"
2805 53 "Credit Card"
180 4.75 "Credit Card"
60 3.25 Cash
2752 47.75 "Credit Card"
1020 17 Cash
322 6.25 "Credit Card"
180 6 Cash
360 5.75 Cash
2340 42.25 "Credit Card"
2820 44 Cash
360 6 Cash
1620 28.25 Cash
3180 45.75 "Credit Card"
540 7.5 Cash
360 6 Cash
420 8.5 "Credit Card"
480 7.25 "Credit Card"
540 8 "Credit Card"
352 5.5 "Credit Card"
420 6.25 "Credit Card"
780 8.75 "Credit Card"
2820 46.5 "Credit Card"
420 9.25 Cash
240 4.5 Cash
480 15 "Credit Card"
3000 45.5 Cash
300 6 "Credit Card"
410 6 "Credit Card"
300 6.5 Cash
420 6.25 "Credit Card"
840 18 Cash
336 5.25 "Credit Card"
300 5.25 Cash
60 3.75 Cash
480 9 Cash
660 7 Cash
1040 10.25 Cash
660 9.25 "Credit Card"
180 4.75 "Credit Card"
360 6 "Credit Card"
420 6.5 "Credit Card"
3120 46.25 "Credit Card"
180 4.75 "Credit Card"
600 7.5 Cash
300 5.25 Cash
2160 44.25 "Credit Card"
1140 19.5 "Credit Card"
720 9.25 Cash
1080 14 Cash
632 8 Cash
360 6 Cash
420 6.25 "Credit Card"
720 8.75 Cash
3103 46.75 "Credit Card"
385 6 Cash
540 9.25 "Credit Card"
480 6.75 Cash
720 8 Cash
360 6.25 "Credit Card"
420 6 Cash
180 4.75 Cash
720 11.5 "Credit Card"
2520 43 "Credit Card"
840 9.75 "Credit Card"
420 6.75 Cash
120 4.5 Cash
300 5 Cash
300 5.25 Cash
1874 26.25 "Credit Card"
240 5 Cash
180 4.5 Cash
300 5.5 "Credit Card"
540 7 "Credit Card"
840 9.5 Cash
660 8 Cash
360 7.25 "Credit Card"
360 6.75 Cash
1500 35.25 "Credit Card"
540 8 Cash
360 7.25 Cash
240 5.5 "Credit Card"
180 4.5 "Credit Card"
2040 35.5 Cash
822 9.75 Cash
360 6.75 Cash
3300 47.75 "Credit Card"
180 4.75 "Credit Card"
3480 47.5 Cash
420 7 "Credit Card"
360 5.75 Cash
480 7.25 Cash
365 6.75 "Credit Card"
436 6.75 Cash
600 8.25 Cash
300 5.75 Cash
420 6.5 "Credit Card"
600 7.75 Cash
3181 45 "Credit Card"
675 8.25 Cash
2580 47 "Credit Card"
840 9.5 "Credit Card"
327 5.25 Cash
1560 24.75 Cash
1380 17 Cash
802 10 Cash
240 5.75 "Credit Card"
938 10 "Credit Card"
540 8 Cash
540 8.5 "Credit Card"
1500 41.25 "Credit Card"
540 7.5 "Credit Card"
1140 10.75 Cash
1180 29.75 "Credit Card"
360 6 Cash
420 6.25 Cash
369 7.75 Cash
480 7.75 Cash
780 9.25 Cash
2220 34.5 Cash
240 5.25 Cash
240 5.25 Cash
840 11 "Credit Card"
1260 32.25 "Credit Card"
60 3.5 Cash
420 6.75 "Credit Card"
840 10.75 Cash
600 8.25 Cash
223 5 "Credit Card"
369 5.75 "Credit Card"
240 4.5 Cash
600 7.75 Cash
420 6 Cash
970 11 "Credit Card"
3060 45 "Credit Card"
300 5.5 "Credit Card"
1573 40.5 "Credit Card"
720 10.5 "Credit Card"
563 7.25 "Credit Card"
240 5.25 "Credit Card"
1020 20 Cash
840 19.75 Cash
180 4.5 Cash
900 10 "Credit Card"
300 5.25 Cash
780 8.5 "Credit Card"
420 7.25 "Credit Card"
540 7.25 "Credit Card"
240 6.5 Cash
759 14 "Credit Card"
240 6 "Credit Card"
3240 45.5 "Credit Card"
3300 40.75 Cash
778 8.75 "Credit Card"
120 4.5 Cash
360 5.5 Cash
1140 24 Cash
6420 23 Cash
3120 39 "Credit Card"
420 6.75 Cash
684 9 "Credit Card"
300 5.5 Cash
720 19.75 Cash
960 11.5 Cash
454 6.25 "Credit Card"
300 6.5 "Credit Card"
240 4.75 Cash
180 4.75 Cash
3420 46.5 "Credit Card"
540 6.75 "Credit Card"
263 5.25 Cash
360 5.75 "Credit Card"
17 3.25 Cash
2520 35.25 "Credit Card"
300 5 "Credit Card"
240 5.25 Cash
420 5.75 Cash
300 6.25 Cash
3420 43 Cash
780 16.75 "Credit Card"
1500 33.75 "Credit Card"
1197 13.5 Cash
3180 45.5 "Credit Card"
1500 25.5 "Credit Card"
300 5.25 Cash
2520 40.25 "Credit Card"
2195 30 "Credit Card"
1440 33.75 "Credit Card"
550 8 Cash
600 7.25 Cash
717 13.75 "Credit Card"
3540 47.5 "Credit Card"
660 10 "Credit Card"
240 5.75 "Credit Card"
360 6.5 Cash
420 9.5 "Credit Card"
1354 5.75 Cash
1740 26 Cash
3180 47 "Credit Card"
180 6 Cash
600 13 Cash
360 5.5 Cash
360 6 "Credit Card"
660 10 "Credit Card"
240 5 Cash
3000 45.25 "Credit Card"
3000 46 "Credit Card"
300 6 Cash
420 6 Cash
480 7.5 "Credit Card"
2700 44.5 "Credit Card"
1200 21.75 "Credit Card"
1140 17.25 Cash
701 8 "Credit Card"
600 7.5 "Credit Card"
474 7.5 Cash
568 9 "Credit Card"
600 9.5 "Credit Card"
240 5.5 "Credit Card"
2880 38 Cash
411 6.25 Cash
600 12.5 Cash
300 6.25 Cash
720 10.75 Cash
720 9.5 "Credit Card"
300 6 "Credit Card"
420 7 "Credit Card"
3120 41.5 "Credit Card"
540 7 Cash
2610 21.25 Cash
2640 41.25 "Credit Card"
351 5.5 Cash
480 7.75 Cash
2880 45 "Credit Card"
3369 47.75 Cash
480 6.75 Cash
845 9.25 Cash
180 7.75 "Credit Card"
480 9 Cash
574 7.25 "Credit Card"
3600 49.75 Cash
660 8.5 Cash
1140 10.75 Cash
3240 45.5 "Credit Card"
2880 43.5 Cash
409 5.75 "Credit Card"
360 6.25 Cash
480 6.25 Cash
300 6 Cash
300 6 Cash
3120 43.5 Cash
480 8.5 "Credit Card"
630 9.25 "Credit Card"
774 9.5 Cash
840 9.25 "Credit Card"
300 6.5 "Credit Card"
540 8 "Credit Card"
519 7.75 Cash
1796 37.5 "Credit Card"
244 5 Cash
420 6.25 "Credit Card"
300 5.75 Cash
720 9.25 Cash
636 7.75 "Credit Card"
540 6.75 Cash
720 10.75 "Credit Card"
720 9.75 Cash
240 5.5 Cash
420 6.5 Cash
2940 44 Cash
2580 44.25 Cash
420 7 "Credit Card"
900 10.5 Cash
420 7 "Credit Card"
511 7.5 Cash
360 6.5 "Credit Card"
240 6 Cash
364 6.25 Cash
157 4.5 Cash
660 9 Cash
2520 44.75 Cash
3296 47 "Credit Card"
300 5.75 Cash
600 7.75 Cash
180 5 Cash
420 6.75 "Credit Card"
480 7.25 "Credit Card"
726 8.75 Cash
240 5.25 Cash
240 5.5 Cash
428 7.25 "Credit Card"
2880 42.75 "Credit Card"
360 6.25 Cash
1140 18 Cash
3300 47.25 "Credit Card"
360 7.75 Cash
120 5 "Credit Card"
401 6.5 "Credit Card"
540 7.75 "Credit Card"
2100 44.75 "Credit Card"
773 12.25 "Credit Card"
376 6.5 "Credit Card"
360 5.75 "Credit Card"
240 5 "Credit Card"
480 8.25 Cash
60 4 Cash
240 5.25 "Credit Card"
960 14.25 "Credit Card"
300 6 Cash
360 6.5 "Credit Card"
1080 19.75 "Credit Card"
720 14.75 "Credit Card"
660 9 Cash
1622 31.75 "Credit Card"
840 11.5 Cash
363 6.25 Cash
2760 45.25 "Credit Card"
240 6.25 Cash
360 6 Cash
1260 22.25 Cash
1020 16.25 Cash
300 6.75 Cash
300 5.75 Cash
2100 34.25 "Credit Card"
720 8.25 Cash
480 8.75 Cash
3300 47.5 "Credit Card"
180 5 "Credit Card"
720 12.5 "Credit Card"
415 6.5 Cash
300 5.25 Cash
600 8.5 "Credit Card"
1092 13 "Credit Card"
22 3.25 Cash
600 9.75 "Credit Card"
360 6.25 Cash
540 7.25 "Credit Card"
240 5.25 Cash
2870 43.75 "Credit Card"
600 7.75 Cash
1111 10.75 Cash
719 14 "Credit Card"
13 3.25 Cash
420 5.75 "Credit Card"
960 18.5 "Credit Card"
563 7.5 Cash
2931 50.5 "Credit Card"
632 7.5 Cash
360 6.5 "Credit Card"
240 5 Cash
213 4.5 Cash
2400 43.25 "Credit Card"
2203 23.75 "Credit Card"
540 8 Cash
540 7.25 Cash
300 6.5 Cash
230 5 "Credit Card"
10 3.25 Cash
480 6.75 Cash
420 7 Cash
420 7.5 "Credit Card"
1476 26 "Credit Card"
480 7.5 "Credit Card"
780 10 Cash
480 7.25 "Credit Card"
120 3.75 Cash
337 6 "Credit Card"
8 3.25 Cash
300 5.75 "Credit Card"
869 10 Cash
540 8.5 Cash
240 5.25 "Credit Card"
600 9.25 Cash
553 7.5 Cash
359 7 "Credit Card"
2770 46 "Credit Card"
2940 44.5 "Credit Card"
540 7.5 Cash
180 4.75 Cash
319 5.25 Cash
180 4.25 Cash
540 8 Cash
420 5.75 Cash
780 9 Cash
378 5.75 "Credit Card"
1140 32.75 "Credit Card"
360 5.75 "Credit Card"
300 6 "Credit Card"
2340 33.75 "Credit Card"
780 9.75 "Credit Card"
1740 33.25 "Credit Card"
480 7 "Credit Card"
465 6.5 Cash
3420 48 "Credit Card"
480 8 "Credit Card"
360 7 Cash
240 5.25 Cash
300 12.5 Cash
300 6.25 Cash
300 5.75 Cash
600 8.75 "Credit Card"
660 8.75 "Credit Card"
720 9 Cash
420 6.75 Cash
425 6 Cash
3186 45.75 "Credit Card"
360 7 Cash
2640 43.25 "Credit Card"
1260 16.5 Cash
420 6.5 Cash
480 12 "Credit Card"
3772 48.5 "Credit Card"
360 5.5 Cash
420 7.5 "Credit Card"
240 6 Cash
1140 11.75 Cash
660 12 Cash
3000 45 "Credit Card"
496 7.75 Cash
780 9 Cash
130 4.5 Cash
3000 46.25 "Credit Card"
224 5 Cash
720 11 Cash
180 5.25 Cash
120 4.25 Cash
360 6.75 "Credit Card"
300 5.5 Cash
660 11.75 Cash
921 7 Cash
480 6.75 Cash
420 8.25 Cash
828 11 Cash
1080 12 Cash
574 7.5 Cash
670 8.5 Cash
240 5.25 Cash
540 8 Cash
180 4.75 Cash
3240 47.25 "Credit Card"
3060 45.25 "Credit Card"
180 4.75 Cash
2940 46.25 Cash
660 8.5 Cash
540 7 "Credit Card"
300 7 "Credit Card"
2820 45 Cash
480 8.25 Cash
120 4.75 Cash
360 6.75 Cash
1200 19.5 "Credit Card"
540 7.25 Cash
240 5 Cash
331 6.5 Cash
3000 56 "Credit Card"
360 5.75 Cash
2520 36.5 Cash
